1.385852578385484257e+00,6.918012832983979621e-01,2.470279941063353135e+00,3.177013406400375217e+00,1.234487847807646810e-01,1.945343440029249749e+00,6.146331108259840414e-01,8.421187846279021283e-01,2.997628282110900599e+00,2.192040836576904184e+00,2.595832240103576716e+00,1.816260508516117644e+00,4.839111328125000000e+01
1.385277426167423886e+00,6.923508056359641838e-01,2.480045793807645893e+00,3.176283518474451562e+00,1.204237531278082307e-01,1.946834440760229157e+00,6.171682544604946141e-01,8.384364298557696049e-01,3.033495147195353958e+00,2.393295708066342620e+00,2.623676327665783514e+00,1.920355700275647060e+00,4.763686370849609375e+01
1.385862078257027896e+00,6.915607492478670348e-01,2.484096234322769714e+00,3.176626844284065498e+00,1.286046736907650589e-01,1.946430974097190347e+00,6.092504115680301702e-01,8.329939613087797845e-01,3.084480143216540959e+00,2.401530997866166750e+00,2.644794779872111867e+00,1.989103980789943105e+00,4.736595153808593750e+01
1.385841315079515468e+00,6.912575082822901562e-01,2.485280946704565341e+00,3.173320278150883134e+00,1.236256648037184491e-01,1.944947632107275837e+00,6.156883033380360359e-01,8.434795753909271054e-01,3.132837447623662896e+00,2.552123117029607258e+00,2.742883222616224970e+00,2.092569821748252679e+00,4.703921890258789062e+01
1.386187056660427741e+00,6.916148869290803525e-01,2.484863876909635394e+00,3.177077957171913880e+00,1.233105059899842482e-01,1.946342126856126953e+00,6.164980927305594438e-01,8.391144598650936981e-01,3.172379507664142118e+00,2.622380668896359346e+00,2.778633473668368659e+00,2.138861924625984567e+00,4.688173294067382812e+01
1.386274948602438162e+00,6.907280286156396443e-01,2.484052578269294820e+00,3.177128689562391362e+00,1.275487802883188693e-01,1.945131321177844486e+00,6.135976821543074333e-01,8.356059325854321429e-01,3.145276333583403527e+00,2.692906382062569826e+00,2.828312475208121679e+00,2.204939906349379974e+00,4.692729187011718750e+01
1.385228370308984047e+00,6.923290196081185455e-01,2.485170445922970650e+00,3.177416449871032889e+00,1.257848455337805260e-01,1.946095737698827932e+00,6.171495884227772288e-01,8.413394955956318144e-01,3.095140854073121339e+00,2.630326417260057781e+00,2.901610488951451572e+00,2.228139530970252302e+00,4.677116012573242188e+01
1.386648306348605919e+00,6.915460073846163569e-01,2.484950749435263617e+00,3.173986483677206039e+00,1.194409528339801935e-01,1.944818184444710774e+00,6.135344760584031665e-01,8.362235114274523262e-01,3.177153473279744844e+00,2.709052543949850289e+00,2.895938933961492712e+00,2.211859706635299183e+00,4.682641220092773438e+01
1.385952892951436199e+00,6.899709256092706466e-01,2.484526832270022467e+00,3.173338546191204479e+00,1.271617338475035663e-01,1.946157730751230330e+00,6.194800987064512654e-01,8.342064586949382576e-01,3.166129172532827329e+00,2.685921492533730692e+00,2.917391643476717089e+00,2.215427495384572065e+00,4.690745925903320312e+01
1.386543567062666460e+00,6.905093289505153109e-01,2.484598190881306401e+00,3.173900956962807385e+00,1.370068348681015014e-01,1.944660444286516299e+00,6.198858001893043923e-01,8.350558095511382284e-01,3.195260771069337480e+00,2.668588181899800738e+00,3.004473592237429713e+00,2.238599183434871520e+00,4.698250961303710938e+01
